Title,Artist,Year,Link
"""Chief"" Bender from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/816746
Joe Benz from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816747
Bob Bescher from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816748
Al. Betzel from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816749
Mordecai Brown from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816750
Eddie Burns from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816751
George Burns from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816752
Geo. J. Burns from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816753
Joe Bush from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816754
"""Donie"" Bush from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/816755
Art Butler from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816756
Bobbie Byrne from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816761
"Album 535, Page 51",,1916,http://www.metmuseum.org/art/collection/search/816762
Hanukkah lamp,,1866,http://www.metmuseum.org/art/collection/search/816763
"Booklet of Coptic drawings, notes, and sketches",Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816774
Color study,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816776
Color study of Coptic patterns,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816777
Color study of Coptic patterns (recto); Sketch of a lamp (verso),Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816778
Fan-shaped stencil,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816779
Two square stencils,Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816780
Drawing of Egyptian Pendent,Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816781
Design for a Tray,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816782
Design for a Tray,Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816783
Design for a Cake Basket,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816784
Design for a Light Fixture,Tiffany Studios|Leslie Hayden Nash,1920,http://www.metmuseum.org/art/collection/search/816785
Various rubbings,Leslie Hayden Nash|Tiffany Studios,1920,http://www.metmuseum.org/art/collection/search/816786
Peelatchiwaaxpáash / Medicine Crow (Raven),Wendy Red Star,2014,http://www.metmuseum.org/art/collection/search/816792
Déaxitchish / Pretty Eagle,Wendy Red Star,2014,http://www.metmuseum.org/art/collection/search/816793
Forrest Cady from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816800
Jimmy Callahan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816804
Ray Caldwell from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816805
George Chalmers from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816806
Max Carey from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816807
Ray Chapman from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816808
Larry Cheney from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816809
Eddie Cicotte from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816810
Tom Clarke from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816811
Eddie Collins from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816812
"""Shauno"" Collins from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/816813
Charles Comiskey from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816814
Joe Connolly from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816815
Ty Cobb from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816816
Harry Coveleskie from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816817
"Plate 1: a horseman riding towards the left, followed by a dog, in a rocky landscape",Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816840
"Plate 2: two figures outside of the walls of a town, a tower at center",Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816841
"Plate 3: figures in a landscape at lower left, trees at right",Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816842
Plate 4: three figures seated outside of a church,Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816843
"Plate 5: man walking with fishing pole at center, a bridge and village in the background",Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816844
"Plate 6: church steeple at center, with groups of people standing in a landscape below",Lodovico Mattioli,1680,http://www.metmuseum.org/art/collection/search/816845
"Saint Jerome in the wilderness, with a lion at left",Michelangelo Marelli,1578,http://www.metmuseum.org/art/collection/search/816863
"Joseph being sold into slavery by his brothers, who sit around a well dividing up the coins",Silvestro Manaigo|Pietro Monaco,1730,http://www.metmuseum.org/art/collection/search/816866
"Joseph being sold into slavery by his brothers, who sit around a well dividing up the coins",Silvestro Manaigo|Pietro Monaco,1730,http://www.metmuseum.org/art/collection/search/816867
Gavvy Cravath from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816868
Sam Crawford from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816872
Jean Dale from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816874
Jake Daubert from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816877
Charles Deal from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/816878
Al. Demaree from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817010
Josh Devore from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817011
William Doak from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817012
Bill Donovan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817013
"Album 535, Page 52",,1916,http://www.metmuseum.org/art/collection/search/817014
Red Dooin from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817015
Mike Doolan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817016
Larry Doyle from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817017
Jean Dubuc from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817018
Oscar Dugey from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817019
Johnny Evers from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817020
Urban Faber from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817021
Miracle of a Saint,Giovanni di San Giovanni (Giovanni Mannozzi)|Ranieri Allegranti|Benedetto Eredi,1777,http://www.metmuseum.org/art/collection/search/817022
"""Hap"" Felsch from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817023
Bill Fischer from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817024
Ray Fisher from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817025
Max Flack from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817026
Adoration of Christ by Saint Francis,Niccolò Mogalli|Giovanni di San Giovanni (Giovanni Mannozzi)|Giuliano Giampiccoli,1723,http://www.metmuseum.org/art/collection/search/817027
The church of Santa Maria della Salute seen across the water with gondolas in the foreground,Michele Marieschi,1741,http://www.metmuseum.org/art/collection/search/817028
Virgin and Child,Onorio Marinari|Lorenzo Lorenzi|Antonio Baratti,1745,http://www.metmuseum.org/art/collection/search/817029
Art Fletcher from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817030
Job rebuked by his wife,Pietro Monaco|Francesco Maffei,1730,http://www.metmuseum.org/art/collection/search/817031
Eddie Foster from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817033
Jacques Fournier from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817034
Del Gainer from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817035
"""Chic"" Gandil from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817036
Larry Gardner from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817037
Joe Gedeon from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817038
Gus Getz from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817039
Geo. Gibson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817040
Wilbur Good from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817041
Hank Gowdy from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817042
John Graney from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817043
Clark Griffith from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817044
"Album 535, Page 53",,1916,http://www.metmuseum.org/art/collection/search/817045
Tom Griffith from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817046
Heinie Groh from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817047
Earl Hamilton from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817048
Bob Harmon from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817049
Roy Hartzell from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817050
Claude Hendrix from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817052
Olaf Henriksen from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817053
John Henry from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817054
“Buck” Herzog from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817055
Hugh High from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817056
Dick Hoblitzell from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817057
Harry Hooper from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817058
Ivan Howard from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817060
Miller Huggins from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817061
Joe Jackson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817062
William James from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817063
Harold Janvrin from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817064
Hugh Jennings from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817065
Walter Johnson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817066
Fielder Jones from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817067
Joe Judge from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817071
Bennie Kauff from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817072
"Wm. Killefer, Jr. from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817073
Ed. Konetchy from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817074
"Album 535, Page 54",,1916,http://www.metmuseum.org/art/collection/search/817075
Napoleon Lajoie from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817076
Jack Lapp from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817077
John Lavan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817078
Jimmy Lavender from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817079
"""Nemo"" Leibold from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817080
"Pietà, set against an arched ruin",Michelangelo Buonarroti|Master of the Name of Jesus Christ,1556,http://www.metmuseum.org/art/collection/search/817081
H. B. Leonard from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817082
Duffy Lewis from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817083
Hans Lobert from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817084
Tom Long from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817085
"Latona and her sleeping twins, Apollo and Diana, within a landscape",Marcantonio Franceschini|Francesco Antonio Meloni,1705,http://www.metmuseum.org/art/collection/search/817086
Fred Luderus from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817087
Connie Mack from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817088
Lee Magee from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817089
Sherwood Magee from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817090
Al. Mamaux from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817091
Leslie Mann from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817092
"""Rabbit"" Maranville from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817093
Rube Marquard from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817094
J. Erskine Mayer from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817095
George McBride from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817096
John J. McGraw from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817097
Jack McInnis from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817098
Fred Merkle from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817099
Chief Meyers from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817100
Clyde Milan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817101
"Album 535, Page 55",,1916,http://www.metmuseum.org/art/collection/search/817102
John Miller from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817103
Otto Miller from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817104
Willie Mitchell from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817105
Fred Mollwitz from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817106
Pat Moran from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817107
Ray Morgan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817108
Geo. Moriarty from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817109
Guy Morton from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817115
Mike Mowrey from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817116
Ed. Murphy from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817117
“Hy” Myers from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817118
J. A. Niehoff from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817119
Rube Oldring from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817120
"Album 535, Page 56",,1916,http://www.metmuseum.org/art/collection/search/817122
"Latona and her sleeping twins, Apollo and Diana, within a landscape",Andrea Scacciati|Morazzone (Pier Francesco Mazzucchelli),1750,http://www.metmuseum.org/art/collection/search/817145
Coronation of the Virgin,Giovanni Battista Moroni|Andrea Scacciati,1750,http://www.metmuseum.org/art/collection/search/817146
Christ confounding the doctors,Andrea Scacciati|Giovanni Battista Moroni,1750,http://www.metmuseum.org/art/collection/search/817148
Flagellation of Christ,Stefano Mulinari|Giovanni Battista Moroni,1760,http://www.metmuseum.org/art/collection/search/817149
Arabesque with Two Flowers on Dotted Background,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817153
"View of the Campo Vaccino, with the Colosseum in the background and the ruins of the Temple of Castor and Pollux at right",François Morel|Agapito Franzetti,1796,http://www.metmuseum.org/art/collection/search/817154
Horseman in a Cartouche,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817165
Two Birds Flanking a Vase,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817173
Foliage,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817175
Spider Phaeton #4003,Brewster & Co.,1887,http://www.metmuseum.org/art/collection/search/817185
Spider Phaeton #4022,Brewster & Co.,1887,http://www.metmuseum.org/art/collection/search/817187
Spider Phaeton #4043,Brewster & Co.,1889,http://www.metmuseum.org/art/collection/search/817291
Spider Phaeton #4043,Brewster & Co.,1889,http://www.metmuseum.org/art/collection/search/817295
Spider Phaeton #4045,Brewster & Co.,1889,http://www.metmuseum.org/art/collection/search/817296
Spider Phaeton #4045,Brewster & Co.,1889,http://www.metmuseum.org/art/collection/search/817297
Spider Phaeton #4086,Brewster & Co.,1890,http://www.metmuseum.org/art/collection/search/817298
Ornament with Bird at Center,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817301
Spider Phaeton #4152,Brewster & Co.,1892,http://www.metmuseum.org/art/collection/search/817302
"Frieze of Ornament with Three Female Figures, Two Dogs, and Two Birds Amid Foliage and Architectural Details",Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817305
Spider Phaeton #4154,Brewster & Co.,1892,http://www.metmuseum.org/art/collection/search/817310
Spider Phaeton #4157,Brewster & Co.,1892,http://www.metmuseum.org/art/collection/search/817313
Ornament with Beetles and Insects,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817314
Spider Phaeton #4185,Brewster & Co.,1892,http://www.metmuseum.org/art/collection/search/817317
"The Holy Trinity, with the dead Christ at center surrounded by angels, God the Father, and the Holy Spirit",Pier Francesco Mola|Giovanni Giacomo De Rossi|F. de Louvement,1650,http://www.metmuseum.org/art/collection/search/817325
"The Holy Trinity, with the dead Christ at center surrounded by angels, God the Father, and the Holy Spirit",Anonymous|Pier Francesco Mola|Francois de Poilly,1650,http://www.metmuseum.org/art/collection/search/817326
Ornament with Fruit at Center,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817336
The rest on the flight into Egypt,Girolamo Muziano|Francesco Villamena,1597,http://www.metmuseum.org/art/collection/search/817337
Ornament with Vegetables at Center,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817338
Descent of the Holy Ghost,Girolamo Muziano|Stefano Mulinari,1760,http://www.metmuseum.org/art/collection/search/817339
Ornament with Fruit at Center,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817341
"The Raising of Lazarus, with Christ standing at left",Simon Vallée|Girolamo Muziano,1724,http://www.metmuseum.org/art/collection/search/817342
The Return from Egypt,Ludovico Carracci|Francesco Brizio,1595,http://www.metmuseum.org/art/collection/search/817343
The Return from Egypt,Ludovico Carracci|Francesco Brizio,1595,http://www.metmuseum.org/art/collection/search/817345
The Virgin seated holding a pillow on her lap with the young Christ standing at right,Annibale Carracci|Francesco Brizio|Guido Reni,1580,http://www.metmuseum.org/art/collection/search/817346
"A street with various buildings, colonnades and an arch",Donato d'Agnolo Bramante,1475,http://www.metmuseum.org/art/collection/search/817348
"Portrait of a woman in black, with her hair covered by a headdress and a dark veil",Lucas Vorsterman II|Bronzino (Agnolo di Cosimo di Mariano),1650,http://www.metmuseum.org/art/collection/search/817377
"Saint Francis kneeling with his arms outstretched, looking towards a cherub at upper left",Raphael Sadeler I|Felice Brusasorci,1599,http://www.metmuseum.org/art/collection/search/817380
Mars offering a floral wreath to Venus,Stefano Mulinari|Domenico Ambrogi,1760,http://www.metmuseum.org/art/collection/search/817384
Design for a Plate with Grotesque Masks and Armor,Andreas Luining,1577,http://www.metmuseum.org/art/collection/search/817512
The rest on the flight into Egypt,Titian (Tiziano Vecellio)|Martino Rota,1569,http://www.metmuseum.org/art/collection/search/817513
"Christ rising from the tomb, assisted by two angels",Martino Rota,1540,http://www.metmuseum.org/art/collection/search/817521
"The Ressurection, with soldiers in various stages of wakefulness in front of the tomb",Claudio Duchetti|Federico Zuccaro (Zuccari)|Martino Rota,1565,http://www.metmuseum.org/art/collection/search/817522
Title Page: Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817523
"The musical contest between the Muses on one side and the Pierides on the other, judged by the gods of Olympus",Anonymous|Rosso Fiorentino,1750,http://www.metmuseum.org/art/collection/search/817536
Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817537
"Men quarrying or mining for gold, from 'Danubius Pannonico-Mysicus' (Volume 3)",Jacob Houbraken|Antonio Rossi,1726,http://www.metmuseum.org/art/collection/search/817540
Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817542
"Men fishing with nets in a river, from 'Danubius Pannonico-Mysicus' (Volume 3)",Jacob Houbraken|Antonio Rossi,1726,http://www.metmuseum.org/art/collection/search/817545
"A woman standing against a cannon at right, putti in the foreground, and an elephant with a tower on its back in the background at left, from 'Danubius Pannonico-Mysicus' (Volume 3)",Antonio Rossi|Jacob Houbraken,1726,http://www.metmuseum.org/art/collection/search/817546
River god in a landscape,Antonio Rossi|Frederik Ottens,1725,http://www.metmuseum.org/art/collection/search/817547
Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817548
Three women pulling in the basket with the infant Moses from the water,Giovanni Francesco Romanelli|Simon Vallée,1724,http://www.metmuseum.org/art/collection/search/817549
"Moses striking the rock with a stick to bring forth water, while the Israelites look on in amazement",Giovanni Francesco Romanelli|Jean-Baptiste Haussard,1724,http://www.metmuseum.org/art/collection/search/817550
Jason carrying off the golden fleece,Jean-Baptiste Nolin|Giovanni Francesco Romanelli,1690,http://www.metmuseum.org/art/collection/search/817551
Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817552
Jason carrying off the golden fleece,Giovanni Francesco Romanelli|Jean-Baptiste Nolin,1690,http://www.metmuseum.org/art/collection/search/817553
"Tancrede and Herminia, within a landscape, as Cupid shoots an arrow towards Herminia at upper right",Jean Charles Le Vasseur|Giovanni Francesco Romanelli,1690,http://www.metmuseum.org/art/collection/search/817554
Design for Jewelry,Pierre Marchant,1623,http://www.metmuseum.org/art/collection/search/817555
The presentation of the Virgin in the Temple,Christoph Lederwasch|Giovanni Francesco Romanelli,1670,http://www.metmuseum.org/art/collection/search/817556
"The Allegro, from Milton",Gavin Hamilton|Domenico Cunego|John Milton,1768,http://www.metmuseum.org/art/collection/search/817564
"The Penseroso, from Milton",John Milton|Gavin Hamilton|Domenico Cunego,1768,http://www.metmuseum.org/art/collection/search/817565
Hebe Giving Drink to the Eagle of Jupiter,Gavin Hamilton|Domenico Cunego,1764,http://www.metmuseum.org/art/collection/search/817566
Juno,Domenico Cunego|Gavin Hamilton,1767,http://www.metmuseum.org/art/collection/search/817567
Innocentia,Gavin Hamilton|Domenico Cunego,1766,http://www.metmuseum.org/art/collection/search/817568
Priam Redeems the Dead Body of Hector,Gavin Hamilton|Domenico Cunego,1775,http://www.metmuseum.org/art/collection/search/817569
Mary Queen of Scots,Gavin Hamilton|Francis Legat|John Boydell,1786,http://www.metmuseum.org/art/collection/search/817580
The Origin of Painting,Domenico Cunego|David Allan,1777,http://www.metmuseum.org/art/collection/search/817582
Oliver O'Mara from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817633
Steve O'Neill from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817634
"""Dode"" Paskert from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817636
Roger Peckinpaugh from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817650
Walter Pipp from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817651
Derril Pratt from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817653
Pat Ragan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817654
Bill Rariden from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817655
"Eppa Rixey, Jr. from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817656
Davey Robertson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817657
Wilbert Robinson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817658
Bob Roth from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817659
Ed. Rousch from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817660
Clarence Rowland from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817661
"""Nap"" Rucker from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817662
Dick Rudolph from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817663
Reb Russell from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817664
Babe Ruth from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817665
Vic Saier from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817667
"""Slim"" Sallee from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817668
Title Page to a Set of Seven Designs for Jewelry,Pierre Marchant,1618,http://www.metmuseum.org/art/collection/search/817669
Ray Schalk from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817670
Walter Schang from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817671
Frank Schulte from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817672
